"year","price","transmission","mileage","tax","mpg","engineSize"
"2019","67600","Automatic","2010","145","34.0","3.0"
"2017","16592","Semi-Auto","28082","145","70.6","2.1"
"2018","29712","Semi-Auto","15492","145","56.5","2.1"
"2019","20776","Semi-Auto","6722","145","65.7","1.5"
"2018","19998","Manual","22058","145","46.3","2.1"
"2017","17765","Semi-Auto","19235","145","70.6","2.1"
"2018","18265","Semi-Auto","16974","145","64.2","2.1"
"2014","10765","Manual","45000","30","64.2","2.1"
"2016","16999","Semi-Auto","20121","30","64.2","2.1"
"2014","9761","Manual","50116","0","78.5","1.5"
"2017","16070","Manual","21609","145","67.3","2.1"
"2017","17990","Semi-Auto","29519","20","67.3","2.1"
"2014","11300","Manual","89286","30","62.8","2.1"
"2017","21440","Semi-Auto","13096","145","61.4","2.1"
"2019","23990","Automatic","2501","145","55.4","2.0"
"2017","20200","Semi-Auto","21462","145","61.4","2.1"
"2019","58800","Automatic","1253","145","36.2","2.0"
"2019","44160","Automatic","4198","145","32.1","3.0"
"2018","30991","Semi-Auto","20155","150","47.9","2.1"
"2014","16990","Semi-Auto","40000","145","49.6","2.0"
"2013","27482","Automatic","49847","325","35.3","3.0"
"2017","18966","Semi-Auto","29039","145","65.7","2.0"
"2018","42732","Semi-Auto","14403","145","34.0","3.0"
"2019","57383","Automatic","7629","145","29.5","3.0"
"2017","21330","Semi-Auto","7565","145","56.5","2.1"
"2018","19660","Semi-Auto","5232","145","65.7","1.6"
"2017","22990","Semi-Auto","15527","145","67.3","2.1"
"2018","22770","Semi-Auto","21200","145","67.3","2.1"
"2018","19775","Semi-Auto","45335","145","67.3","2.1"
"2017","24660","Semi-Auto","9873","20","67.3","2.1"
"2017","22495","Automatic","19779","145","67.3","2.1"
"2019","34420","Automatic","4450","145","34.0","2.0"
"2019","26470","Automatic","5120","145","56.5","2.0"
"2019","32300","Automatic","9509","145","35.8","2.0"
"2019","34820","Automatic","6999","145","45.6","2.0"
"2016","16362","Automatic","29883","30","70.6","2.1"
"2017","17092","Semi-Auto","27938","145","67.3","2.1"
"2019","35590","Automatic","4105","145","48.7","2.9"
"2019","21630","Automatic","9931","145","62.8","1.5"
"2019","33530","Automatic","6780","145","30.4","3.0"
"2020","27480","Semi-Auto","864","145","37.2","1.6"
"2017","17891","Semi-Auto","31000","20","67.3","2.1"
"2017","17991","Semi-Auto","43224","145","48.7","1.6"
"2018","30862","Semi-Auto","22216","145","47.9","3.0"
"2015","37871","Semi-Auto","33564","325","31.7","3.0"
"2017","19922","Semi-Auto","22198","20","72.4","2.0"
"2015","13491","Semi-Auto","42331","30","65.7","1.5"
"2016","19491","Semi-Auto","25550","165","45.6","2.0"
"2017","17791","Semi-Auto","20392","150","64.2","2.1"
"2016","21691","Semi-Auto","33063","165","51.4","3.0"
"2017","13991","Semi-Auto","29643","20","68.9","1.5"
"2019","28010","Automatic","5999","145","37.7","2.0"
"2019","52800","Automatic","3317","145","36.7","2.0"
"2019","21480","Semi-Auto","10","145","56.5","2.0"
"2019","23480","Automatic","10","145","55.4","2.0"
"2019","30000","Automatic","3099","145","35.8","1.6"
"2019","28800","Automatic","4672","145","62.8","1.5"
"2019","26990","Automatic","2380","145","62.8","1.5"
"2019","42600","Automatic","8491","145","40.9","2.0"
"2019","20000","Manual","23580","145","46.3","2.1"
"2015","19600","Automatic","29917","160","45.6","2.0"
"2017","15490","Manual","40014","30","62.8","2.1"
"2019","24451","Automatic","12001","145","65.7","1.5"
"2019","28980","Automatic","8501","145","61.4","2.0"
"2020","24260","Semi-Auto","5501","145","56.5","2.0"
"2020","28220","Semi-Auto","4501","145","54.3","1.6"
"2020","20350","Manual","1501","145","45.6","1.3"
"2017","41391","Semi-Auto","30256","325","31.7","3.0"
"2017","28012","Semi-Auto","11340","145","40.4","2.0"
"2020","25961","Manual","871","145","44.8","1.3"
"2018","28482","Semi-Auto","17004","145","43.5","2.0"
"2019","49280","Automatic","962","145","28.5","4.0"
"2019","28810","Automatic","2695","145","55.4","2.0"
"2019","35980","Automatic","6273","145","48.7","2.9"
"2019","30000","Automatic","7311","145","44.1","2.0"
"2019","23540","Semi-Auto","6452","145","55.4","2.0"
"2019","26480","Automatic","2856","145","47.9","1.3"
"2017","27498","Semi-Auto","32662","145","42.8","3.0"
"2016","34981","Semi-Auto","13912","240","40.9","2.0"
"2017","16567","Semi-Auto","37093","20","70.6","2.1"
"2018","28172","Semi-Auto","10149","145","56.5","2.1"
"2017","24481","Semi-Auto","45106","125","56.5","2.1"
"2017","14702","Manual","52207","145","53.3","2.0"
"2019","25905","Semi-Auto","7695","145","67.3","2.0"
"2017","19932","Semi-Auto","29155","125","56.5","2.1"
"2019","37045","Semi-Auto","1509","145","44.8","2.0"
"2016","15382","Manual","41776","20","67.3","2.1"
"2019","44970","Automatic","103","145","32.1","3.0"
"2019","47990","Automatic","2326","145","45.6","2.2"
"2016","20563","Automatic","34190","200","43.5","2.0"
"2016","15541","Manual","42590","30","64.2","2.1"
"2018","23102","Semi-Auto","25319","145","61.4","2.0"
"2016","18431","Semi-Auto","24500","30","64.2","2.1"
"2015","17901","Semi-Auto","9601","125","52.3","2.0"
"2017","19971","Semi-Auto","28735","145","58.9","2.1"
"2018","17871","Manual","4207","145","49.6","1.6"
"2018","26281","Semi-Auto","10997","145","67.3","2.1"
"2017","15790","Manual","26993","20","68.9","1.5"
"2019","17699","Manual","20578","145","46.3","2.1"
"2014","14795","Automatic","20417","125","52.3","2.0"
"2018","19840","Automatic","14467","145","61.4","2.1"
"2014","13791","Semi-Auto","53144","20","64.2","2.1"
"2014","11040","Semi-Auto","31905","20","70.6","1.5"
"2017","24360","Semi-Auto","14346","145","65.7","2.1"
"2017","17990","Manual","27325","145","48.7","1.6"
"2017","16495","Semi-Auto","29062","145","74.3","1.5"
"2013","12230","Automatic","77492","160","51.4","2.1"
"2019","28332","Automatic","7866","145","56.5","2.0"
"2017","27892","Semi-Auto","34121","145","56.5","2.1"
"2017","22332","Automatic","20830","145","61.4","2.0"
"2016","17992","Semi-Auto","14160","20","64.2","2.1"
"2017","20472","Automatic","32183","145","72.4","2.0"
"2017","15012","Manual","34099","125","51.4","1.6"
"2019","22276","Automatic","3477","145","67.3","1.5"
"2019","37980","Automatic","2138","145","53.3","2.0"
"2019","38570","Automatic","4187","145","40.9","2.0"
"2016","14152","Manual","18245","20","68.9","1.5"
"2017","18990","Automatic","23800","20","72.4","2.0"
"2014","16990","Automatic","45000","200","42.8","2.0"
"2014","12750","Automatic","37700","125","52.3","1.6"
"2015","22795","Semi-Auto","27853","125","56.5","2.1"
"2017","20895","Manual","21000","200","42.2","2.0"
"2018","15732","Automatic","19281","145","74.3","1.5"
"2016","18833","Automatic","17593","30","64.2","2.1"
"2018","28306","Automatic","10656","145","70.6","2.0"
"2017","19502","Semi-Auto","37293","145","49.6","2.0"
"2019","22306","Automatic","9722","145","67.3","1.5"
"2017","13600","Automatic","24549","20","68.9","1.5"
"2016","14700","Automatic","59023","30","64.2","1.6"
"2016","13200","Manual","52684","30","65.7","1.6"
"2014","13100","Semi-Auto","78845","30","64.2","2.1"
"2015","10914","Manual","61659","30","64.2","2.1"
"2013","10404","Semi-Auto","42477","160","46.3","1.6"
"2013","8500","Manual","69031","125","51.4","1.6"
"2017","24180","Semi-Auto","10139","125","56.5","2.1"
"2016","10691","Manual","65631","20","72.4","1.5"
"2018","19998","Manual","11726","145","46.3","2.1"
"2016","15790","Manual","20565","30","62.8","2.1"
"2016","15310","Automatic","41759","125","58.9","2.1"
"2014","9742","Manual","53120","20","72.4","1.5"
"2016","16820","Semi-Auto","27227","20","68.9","2.1"
"2016","17950","Automatic","20005","30","64.2","2.1"
"2018","37493","Automatic","8043","260","31.4","3.0"
"2019","20750","Automatic","18625","145","48.7","2.1"
"2019","18450","Manual","16989","145","46.3","2.1"
"2013","10880","Automatic","56230","145","57.7","2.1"
"2017","15267","Manual","25820","125","53.3","2.0"
"2016","18340","Manual","43650","30","65.7","2.1"
"2018","21240","Semi-Auto","14461","150","56.5","2.1"
"2017","20340","Semi-Auto","34611","30","64.2","2.1"
"2016","18247","Automatic","16975","0","134.5","2.0"
"2015","13547","Automatic","40925","125","57.7","2.1"
"2016","14933","Manual","21553","20","70.6","1.6"
"2015","13917","Automatic","43097","125","52.3","2.0"
"2014","10490","Manual","38124","20","72.4","1.5"
"2016","24240","Semi-Auto","21258","125","56.5","2.1"
"2017","19980","Semi-Auto","38515","30","64.2","2.1"
"2015","11710","Manual","22171","125","51.4","1.6"
"2018","22640","Semi-Auto","15867","145","47.1","2.0"
"2017","19891","Semi-Auto","77706","20","67.3","2.1"
"2018","19891","Semi-Auto","25677","150","53.3","1.3"
"2019","21699","Semi-Auto","8845","145","67.3","2.1"
"2017","18898","Semi-Auto","11388","20","67.3","2.1"
"2016","25498","Semi-Auto","14301","125","56.5","2.1"
"2016","15480","Semi-Auto","33283","20","67.3","2.1"
"2013","12500","Semi-Auto","42050","30","61.4","2.1"
"2015","15990","Automatic","26400","125","52.3","2.0"
"2018","18998","Manual","28702","145","46.3","2.1"
"2017","24998","Semi-Auto","15754","145","67.3","2.1"
"2017","20498","Semi-Auto","5630","145","64.2","1.6"
"2013","11298","Semi-Auto","37964","165","44.8","1.6"
"2013","8498","Manual","75006","20","72.4","1.5"
"2017","16500","Semi-Auto","14077","145","64.2","2.1"
"2015","14992","Semi-Auto","40251","20","62.8","2.1"
"2014","15790","Semi-Auto","60101","145","55.4","2.1"
"2017","16045","Manual","17301","145","62.8","2.1"
"2016","14830","Automatic","52675","30","64.2","2.1"
"2016","15640","Automatic","42367","20","64.2","2.1"
"2017","16980","Automatic","21430","145","52.3","1.6"
"2018","19950","Automatic","89","145","65.7","1.5"
"2018","19950","Automatic","4997","145","65.7","1.5"
"2018","19950","Automatic","89","145","65.7","1.5"
"2016","17770","Automatic","19219","20","67.3","2.1"
"2020","19890","Manual","2001","145","45.6","1.3"
"2018","21430","Semi-Auto","7011","145","64.2","1.6"
"2018","22240","Semi-Auto","14236","145","72.4","2.0"
"2018","24810","Semi-Auto","20496","145","67.3","2.1"
"2017","17420","Manual","31886","145","67.3","2.1"
"2019","33160","Semi-Auto","2022","145","44.8","2.0"
"2017","28240","Semi-Auto","23248","145","56.5","2.1"
"2016","16780","Manual","15466","145","49.6","1.6"
"2016","11970","Semi-Auto","65164","20","74.3","1.5"
"2016","16350","Semi-Auto","24955","20","64.2","2.1"
"2018","17320","Semi-Auto","18821","145","74.3","1.5"
"2019","26550","Automatic","4001","145","64.2","2.0"
"2016","16590","Automatic","16908","20","64.2","2.1"
"2017","26620","Semi-Auto","48551","145","47.9","2.1"
"2018","19860","Semi-Auto","11149","145","65.7","1.5"
"2013","9770","Semi-Auto","66484","145","50.4","1.6"
"2019","20150","Automatic","12763","145","53.3","1.3"
"2016","29090","Semi-Auto","64025","325","36.2","3.0"
"2018","44150","Semi-Auto","10763","145","36.7","3.0"
"2015","16260","Semi-Auto","18025","20","64.2","2.1"
"2014","19420","Semi-Auto","42218","200","46.3","2.1"
"2015","15480","Manual","35223","20","68.9","2.1"
"2015","15640","Semi-Auto","47370","125","55.4","2.1"
"2019","31980","Semi-Auto","6512","145","35.3","2.0"
"2015","14980","Automatic","48769","125","56.5","2.1"
"2018","28860","Semi-Auto","7158","145","43.5","2.0"
"2018","18640","Semi-Auto","12801","145","65.7","1.5"
"2018","18560","Semi-Auto","14378","145","65.7","1.5"
"2018","18920","Semi-Auto","9171","145","65.7","1.5"
"2014","17840","Semi-Auto","30648","200","42.8","2.0"
"2018","18870","Semi-Auto","8459","145","65.7","1.5"
"2017","15970","Manual","27334","20","67.3","2.1"
"2017","17360","Semi-Auto","16005","20","68.9","2.1"
"2016","14980","Semi-Auto","12697","20","68.9","2.1"
"2014","20860","Automatic","31033","200","40.9","2.0"
"2017","15090","Manual","32484","20","67.3","2.1"
"2017","19260","Automatic","26233","20","72.4","2.0"
"2018","28220","Semi-Auto","27034","145","40.9","2.0"
"2019","21660","Semi-Auto","15228","145","67.3","1.5"
"2019","21490","Automatic","13545","145","67.3","2.1"
"2019","19720","Manual","14780","145","28.5","1.3"
"2019","20270","Semi-Auto","7289","145","53.3","1.3"
"2019","20640","Automatic","10208","145","53.3","1.3"
"2019","23490","Manual","300","145","47.1","1.3"
"2016","17490","Semi-Auto","19879","125","52.3","1.6"
"2017","18990","Automatic","21490","145","70.6","2.1"
"2019","29990","Automatic","3800","145","39.8","2.0"
"2016","19860","Semi-Auto","22064","125","56.5","2.1"
"2018","17760","Semi-Auto","12370","150","68.9","2.1"
"2016","19760","Semi-Auto","20482","20","67.3","2.1"
"2019","27990","Semi-Auto","3500","145","56.5","2.0"
"2019","25490","Automatic","1700","145","56.5","2.0"
"2019","51990","Semi-Auto","2800","145","32.8","3.0"
"2017","19990","Automatic","20907","145","56.5","2.1"
"2016","19490","Automatic","17910","125","56.5","2.1"
"2019","20990","Semi-Auto","2900","145","53.3","1.3"
"2015","18490","Semi-Auto","49283","200","45.6","2.1"
"2015","13870","Manual","60558","125","50.4","1.6"
"2016","29570","Automatic","41199","300","32.8","3.0"
"2015","20460","Automatic","43108","200","39.2","2.1"
"2016","16120","Manual","22125","20","68.9","1.5"
"2017","20410","Semi-Auto","13895","145","58.9","2.1"
"2016","27260","Semi-Auto","33177","200","47.9","2.1"
"2015","15360","Semi-Auto","58248","125","56.5","2.1"
"2020","59995","Semi-Auto","250","145","32.1","3.0"
"2020","69995","Semi-Auto","250","145","28.0","4.0"
"2020","28995","Semi-Auto","4500","145","44.8","1.3"
"2020","31995","Semi-Auto","5000","145","58.9","1.6"
"2017","31995","Semi-Auto","26869","145","41.5","3.0"
"2018","79995","Semi-Auto","6623","150","34.0","4.0"
"2019","38995","Semi-Auto","12357","150","29.7","3.0"
"2017","19495","Semi-Auto","23645","125","52.3","1.6"
"2019","24495","Semi-Auto","10783","150","53.3","1.3"
"2019","33480","Semi-Auto","2552","145","44.8","2.0"
"2019","20490","Manual","4001","145","45.6","1.3"
"2017","12920","Manual","41258","20","72.4","1.5"
"2018","22480","Semi-Auto","10339","145","58.9","2.1"
"2016","17228","Semi-Auto","60677","30","64.2","2.1"
"2017","27980","Semi-Auto","27002","150","56.5","2.1"
"2019","19980","Manual","11249","150","28.5","1.3"
"2017","18340","Semi-Auto","38609","30","64.2","2.1"
"2019","33140","Semi-Auto","3320","150","44.8","2.0"
"2019","29240","Semi-Auto","12975","150","56.5","2.1"
"2017","28995","Semi-Auto","8591","150","39.2","3.5"
"2019","57995","Semi-Auto","3500","145","32.5","3.0"
"2017","17995","Semi-Auto","26647","145","67.3","2.1"
"2019","32995","Semi-Auto","10368","145","36.2","3.0"
"2016","26495","Semi-Auto","22456","260","35.8","3.0"
"2020","39995","Semi-Auto","5000","145","44.1","1.5"
"2020","35995","Semi-Auto","4500","145","47.9","2.0"
"2020","37995","Semi-Auto","5000","145","46.3","1.5"
"2020","43995","Semi-Auto","4500","145","40.4","2.0"
"2020","65995","Semi-Auto","200","145","31.7","3.0"
"2015","10397","Manual","79881","20","65.7","2.1"
"2014","9890","Automatic","41039","30","64.2","1.5"
"2014","10610","Automatic","41174","125","52.3","1.6"
"2015","10610","Manual","83047","20","70.6","1.6"
"2020","44995","Semi-Auto","6000","145","40.4","2.0"
"2019","23995","Semi-Auto","15280","145","44.1","1.5"
"2019","25495","Semi-Auto","631","145","60.1","2.1"
"2019","31495","Semi-Auto","8048","145","47.1","2.0"
"2019","25995","Semi-Auto","10085","145","56.5","2.0"
"2019","25495","Semi-Auto","7908","145","53.3","1.3"
"2019","38995","Semi-Auto","2419","145","46.3","3.0"
"2019","39995","Semi-Auto","4823","145","45.6","2.2"
"2019","20495","Semi-Auto","13742","145","61.4","2.0"
"2018","22495","Semi-Auto","10856","145","53.3","1.3"
"2020","29995","Semi-Auto","5000","145","56.5","2.0"
"2020","26995","Manual","5000","145","47.1","1.3"
"2019","23480","Automatic","5200","145","62.8","1.5"
"2019","18760","Automatic","16060","145","68.9","1.5"
"2016","18260","Automatic","37199","30","65.7","2.0"
"2017","18970","Automatic","19858","145","64.2","1.6"
"2017","25260","Automatic","18391","145","56.5","2.1"
"2017","17420","Manual","8168","145","51.4","1.6"
"2017","16120","Manual","29480","30","64.2","2.1"
"2016","21870","Semi-Auto","7576","20","67.3","2.1"
"2017","19760","Automatic","23811","145","61.4","2.0"
"2017","18870","Semi-Auto","26057","145","72.4","2.0"
"2017","16880","Semi-Auto","46721","145","70.6","2.1"
"2014","20965","Semi-Auto","23776","200","40.9","2.0"
"2017","14965","Semi-Auto","40623","30","64.2","1.6"
"2015","13532","Automatic","71235","145","53.3","3.0"
"2014","10500","Manual","81000","20","72.4","1.5"
"2019","31750","Automatic","7000","260","35.8","2.3"
"2016","22495","Semi-Auto","22436","30","61.4","2.0"
"2018","49995","Semi-Auto","10767","145","31.4","4.7"
"2019","37995","Semi-Auto","10593","145","45.6","2.2"
"2013","21495","Semi-Auto","14700","200","40.9","2.0"
"2016","17995","Semi-Auto","33000","30","61.4","2.1"
"2016","24495","Automatic","32018","125","56.5","2.1"
"2016","19995","Semi-Auto","22000","20","72.4","2.0"
"2019","51995","Semi-Auto","9749","145","32.1","3.0"
"2019","28871","Semi-Auto","8529","150","61.4","2.0"
"2017","18961","Semi-Auto","10351","150","68.9","2.1"
"2019","24995","Semi-Auto","15033","150","72.4","2.0"
"2019","24995","Semi-Auto","10846","150","28.5","2.0"
"2019","25995","Semi-Auto","511","150","48.7","1.6"
"2019","27995","Semi-Auto","5594","150","58.9","2.0"
"2019","25495","Semi-Auto","7196","150","53.3","1.3"
"2019","109995","Semi-Auto","4688","150","31.7","4.0"
"2019","39995","Semi-Auto","4604","150","29.4","3.0"
"2019","24995","Semi-Auto","12136","150","48.7","1.6"
"2018","33000","Automatic","14500","260","35.8","2.3"
"2018","23000","Automatic","3900","260","35.8","2.3"
"2018","19000","Manual","29000","145","46.3","2.1"
"2018","19000","Manual","49000","145","46.3","2.1"
"2018","18490","Automatic","8245","145","65.7","1.5"
"2016","16260","Semi-Auto","23216","20","74.3","1.5"
"2014","10500","Manual","33000","125","61.4","1.8"
"2018","22000","Semi-Auto","14869","145","56.5","2.1"
"2020","37990","Semi-Auto","1610","145","40.9","2.0"
"2017","20472","Semi-Auto","13097","125","56.5","2.1"
"2016","15952","Automatic","34327","20","64.2","2.1"
"2017","15122","Manual","15036","125","51.4","1.6"
"2015","15542","Semi-Auto","49436","30","62.8","2.1"
"2017","31342","Semi-Auto","9872","145","40.9","2.0"
"2018","29172","Semi-Auto","7634","145","70.6","2.0"
"2017","24702","Automatic","17337","145","61.4","2.0"
"2016","14331","Semi-Auto","53818","125","56.5","2.1"
"2017","21122","Semi-Auto","13573","145","47.9","2.0"
"2019","20596","Automatic","7655","145","53.3","1.3"
"2017","30971","Semi-Auto","9501","145","56.5","2.1"
"2017","18372","Semi-Auto","26508","145","50.4","2.0"
"2018","22022","Semi-Auto","3512","145","53.3","1.3"
"2015","16592","Semi-Auto","25230","20","64.2","2.1"
